Token_ID	Text_Pointer	Token	Tag	Annotation_ID	Multi_Token_Annotation
157	827	montón	B-Dimensionamiento-Cantitad	0DB13473-A364-45D6-B437-F7EDCDE18AAD	1
158	834	de	O	none	0
159	837	ramillas	O	none	0
160	846	y	O	none	0
161	848	hojarasca	O	none	0
162	857	,	O	none	0
163	859	batió	B-Movimiento-ALT	18D0C366-57B4-4715-9FE4-777A596CDA27	1
164	865	el	O	none	0
165	868	eslabón	O	none	0
166	876	e	O	none	0
167	878	hizo	B-Movimiento-Sujeto	58437F2D-2A38-428F-8BB6-0E7AF9541192	1
168	883	fuego	O	none	0
169	888	,	O	none	0
170	890	en	B-Posicionamiento	3C97F540-FA80-4A96-A828-9A19902C15ED	1
171	893	la	O	none	0
172	895	\n               	O	none	0
173	911	creciente	B-Dimensionamiento-ALT	E2A7AE0A-14C1-4F2A-BFC9-BFF2FA076202	1
174	921	obscuridad	B-Lugar-Contenedor	BBD3940E-7DD1-4F96-8704-426DFA22EC3F	1
175	932	de	O	none	0
176	935	la	O	none	0
177	938	noche	O	none	0
178	944	que	O	none	0
179	948	caía	B-Movimiento-ALT	2CD56B38-82D3-47CE-974A-D859B78B1DD0	1
180	952	.	O	none	0
181	954	Bajó	B-Movimiento-Sujeto	BF31AE3F-0863-4B0A-93AE-999F3EFF9195	1
182	959	luego	O	none	0
183	965	hacia	B-Dirección	784600C5-B753-4A6A-BABC-727605588F5E	1
184	971	el	O	none	0
185	974	Río	B-Lugar-Contenedor-CM	9F3A416D-B4FC-4A3E-9CFB-BD58A8002792	2
186	978	Grande	I-Lugar-Contenedor-CM	9F3A416D-B4FC-4A3E-9CFB-BD58A8002792	2
187	984	,	O	none	0
188	986	que	O	none	0
189	990	corría	B-Movimiento-Objeto	BBE7BFF6-4198-4044-8516-F6D4E31187E5	1
190	996	\n               	O	none	0
191	1012	a	B-Dimensionamiento-Distancia	E8ECB50B-94C9-4FBF-8DD6-BFC45CAFFCD1	3
192	1014	pocos	I-Dimensionamiento-Distancia	E8ECB50B-94C9-4FBF-8DD6-BFC45CAFFCD1	3
193	1020	pasos	I-Dimensionamiento-Distancia	E8ECB50B-94C9-4FBF-8DD6-BFC45CAFFCD1	3
194	1025	,	O	none	0
195	1027	llevando	B-Movimiento-Sujeto	D6E90938-2AAA-41EA-86B1-D3B4DD8BD854	1
196	1036	en	B-Posicionamiento	60C5E767-2C51-448F-9EFC-C0B689D95F33	1
197	1039	la	O	none	0
198	1042	mano	O	none	0
199	1047	un	O	none	0
200	1050	ancho	O	none	0
201	1056	tazón	O	none	0
202	1062	de	O	none	0
203	1065	barro	O	none	0
204	1071	cocido	O	none	0
205	1077	,	O	none	0
206	1079	y	O	none	0
207	1081	volvió	B-Movimiento-Sujeto	26252972-DA78-417B-A920-A806ABED99E7	1
208	1088	con	O	none	0
209	1092	él	O	none	0
210	1094	\n               	O	none	0
211	1110	lleno	B-Dimensionamiento-Cantitad	4C73A865-1E25-4670-8AFD-0DD68B61AAFF	1
212	1116	de	O	none	0
213	1119	agua	O	none	0
214	1123	,	O	none	0
215	1125	preparándose	O	none	0
216	1138	a	O	none	0
217	1140	cocer	B-Movimiento-Sujeto	CBE55FB5-89E0-4AF7-A624-C986BA1FAE0B	1
218	1146	el	O	none	0
219	1149	maíz	O	none	0
220	1154	que	O	none	0
221	1157	,	O	none	0
222	1159	con	O	none	0
223	1163	un	O	none	0
224	1166	poco	B-Dimensionamiento-Cantitad	8DF60F12-429D-467F-AA77-84ADAEAE1515	1
225	1171	de	O	none	0
226	1174	grasa	O	none	0
227	1179	,	O	none	0
228	1181	ají	O	none	0
229	1185	y	O	none	0
230	1187	sal	O	none	0
231	1191	como	O	none	0
232	1195	\n               	O	none	0
233	1211	condimento	O	none	0
234	1221	,	O	none	0
235	1223	constituiría	B-Movimiento-ALT	8F048A2F-6908-4220-82CD-2F4D8CD5A055	1
236	1236	su	O	none	0
237	1239	frugal	O	none	0
238	1246	comida	O	none	0
239	1252	.	O	none	0
240	1253	\n	O	none	0
241	1254	El	O	none	0
242	1257	hombre	O	none	0
243	1263	,	O	none	0
244	1265	silencioso	O	none	0
245	1276	y	O	none	0
246	1278	apático	O	none	0
247	1285	,	O	none	0
248	1287	se	O	none	0
249	1290	había	O	none	0
250	1296	tendido	B-Movimiento-Sujeto	80B27548-AE2F-4055-A37F-66B6398218AA	1
251	1304	en	B-Posicionamiento	85BE46EF-2D80-4F8D-A409-809CD01A65B3	1
252	1307	la	O	none	0
253	1310	espesa	B-Dimensionamiento-Distancia	2E7AF84C-DC5C-4000-ACCA-E810999BF11D	1
254	1317	yerba	B-Lugar-Contenedor-CM	90937F12-298F-4745-91F6-B00BA13526DE	1
255	1322	,	O	none	0
256	1324	con	O	none	0
257	1328	los	O	none	0
258	1332	brazos	O	none	0
259	1338	\n               	O	none	0
260	1354	bajo	B-Posicionamiento	B9FBE7C9-A184-40C5-902D-E9DFA47833F2	1
261	1359	la	O	none	0
262	1362	cabeza	O	none	0
263	1368	,	O	none	0
264	1370	masticando	O	none	0
265	1381	lentamente	O	none	0
266	1392	un	O	none	0
267	1395	acuyico	O	none	0
268	1403	de	O	none	0
269	1406	coca	O	none	0
270	1410	.	O	none	0
271	1411	\n	O	none	0
272	1412	—	O	none	0
273	1413	A	O	none	0
274	1415	estas	O	none	0
275	1421	horas	O	none	0
276	1427	—	O	none	0
277	1428	murmuró	B-Movimiento-Sonido	D7E855DA-7ED6-4CA2-8B22-17079125A262	1
278	1436	por	O	none	0
279	1440	fin	O	none	0
280	1443	—	O	none	0
281	1445	ya	O	none	0
282	1448	está	O	none	0
283	1453	avisado	B-Movimiento-ALT	FDC8948B-2D82-4F07-A29D-DEEE5A7D8320	1
284	1461	todo	B-Dimensionamiento-Cantitad	7819DC46-CCAE-4E0F-9339-55F3077661BA	1
285	1466	el	O	none	0
286	1469	mundo	B-Lugar-Contenedor	46EAA6F1-6A5A-4DBA-A50C-E341571FE942	1
287	1474	,	O	none	0
288	1476	y	O	none	0
289	1477	\n                  	O	none	0
290	1496	todo	B-Dimensionamiento-Cantitad	99934D86-029A-40CE-A2CF-1B7840C9659B	1
291	1501	el	O	none	0
292	1504	mundo	B-Lugar-Contenedor	B123A600-DE8D-40CD-B9C9-A2FF4A898B84	1
293	1510	ha	O	none	0
294	1513	recibido	B-Movimiento-ALT	CDC7DEDD-DE20-4AAF-92BD-1C984777C314	1
295	1522	la	O	none	0
296	1525	noticia	O	none	0
297	1533	con	O	none	0
298	1537	regocijo	O	none	0
299	1545	...	O	none	0
300	1548	\n	O	none	0
301	1549	—	O	none	0
302	1550	Algunos	B-Dimensionamiento-Cantitad	207125FE-BCD4-4B85-BC41-0A86B3715353	1
303	1558	habrá	O	none	0
304	1564	que	O	none	0
305	1568	no	O	none	0
306	1571	creerán	O	none	0
307	1579	—	O	none	0
308	1580	replicó	B-Movimiento-Sonido	3C2CC41A-D439-4F01-8552-A50C21DD3541	1
309	1588	la	O	none	0
310	1591	mujer	O	none	0
311	1596	.	O	none	0
312	1597	\n	O	none	0
313	1598	—	O	none	0
314	1599	¡	O	none	0
315	1600	Pero	O	none	0
316	1605	callarán	O	none	0
317	1613	,	O	none	0
318	1615	porque	O	none	0
319	1622	les	O	none	0
320	1626	conviene	B-Movimiento-ALT	89F2AB2B-A4AE-4C28-B336-8351DAC8A0A3	1
321	1634	,	O	none	0
322	1636	porque	O	none	0
323	1643	es	O	none	0
324	1646	la	O	none	0
325	1649	realización	O	none	0
326	1661	de	O	none	0
327	1664	sus	O	none	0
328	1668	deseos	O	none	0
329	1674	,	O	none	0
330	1675	\n                  	O	none	0
331	1694	Carmen	O	none	0
332	1700	!	O	none	0
333	1701	...	O	none	0
334	1705	¡	O	none	0
335	1706	Oh	O	none	0
336	1708	!	O	none	0
337	1710	¡	O	none	0
338	1711	el	O	none	0
339	1714	plan	O	none	0
340	1719	está	O	none	0
341	1724	bien	O	none	0
342	1729	madurado	O	none	0
343	1737	,	O	none	0
344	1739	y	O	none	0
345	1741	es	O	none	0
346	1744	magnífico	O	none	0
347	1753	!	O	none	0
348	1754	...	O	none	0
349	1758	Sólo	O	none	0
350	1763	falta	O	none	0
351	1768	\n                  	O	none	0
352	1787	encontrar	B-Movimiento-ALT	9946F21A-A887-4BDC-9D38-E4DE6A6716F3	1
353	1797	el	O	none	0
354	1800	medio	O	none	0
355	1806	de	O	none	0
356	1809	acercarnos	B-Movimiento-ALT	06515BC9-4C72-4B0C-BAA6-883615528546	1
357	1820	al	B-Dirección-ALT	253C7871-D313-4702-89CF-EE851CD867E9	1
358	1823	gobernador	O	none	0
359	1833	...	O	none	0
360	1837	Y	O	none	0
361	1839	si	O	none	0
362	1842	él	O	none	0
363	1845	se	O	none	0
364	1848	deja	O	none	0
365	1852	\n                  	O	none	0
366	1871	envolver	B-Movimiento-ALT	EFE6C3DE-E9EE-47E3-B437-351114B0E724	1
367	1879	...	O	none	0
368	1882	\n	O	none	0
369	1883	—	O	none	0
370	1884	¡	O	none	0
371	1885	Es	O	none	0
372	1888	tan	O	none	0
373	1892	ambicioso	O	none	0
374	1901	!	O	none	0
375	1902	...	O	none	0
376	1906	¡	O	none	0
377	1907	Ha	O	none	0
378	1910	perseguido	B-Movimiento-Sujeto	8DA93C60-5E8D-4761-AE4E-EAA9C4B5CE5F	1
379	1920	,	O	none	0
380	1922	azotado	B-Movimiento-Sujeto	F814EB62-8CDB-40D5-9892-1AF66C561BD4	1
381	1929	,	O	none	0
382	1931	dado	B-Movimiento-ALT	2A19872F-A0F7-40F2-9C57-8C4D50104B79	1
383	1936	tormento	O	none	0
384	1945	a	O	none	0
385	1947	centenares	B-Dimensionamiento-Cantitad	99855854-0F90-4748-B6ED-4ACBA8E90823	1
386	1958	de	O	none	0
387	1960	\n                  	O	none	0
388	1979	indios	O	none	0
389	1985	,	O	none	0
390	1987	para	O	none	0
391	1992	arrancarles	B-Movimiento-ALT	A35D09B1-457F-41E5-8802-A57251A0CE05	1
392	2004	el	O	none	0
393	2007	secreto	O	none	0
394	2015	de	O	none	0
395	2018	sus	O	none	0
396	2022	tesoros	O	none	0
397	2029	!	O	none	0
398	2031	—	O	none	0
399	2032	exclamó	B-Movimiento-Sonido	56DB2385-5662-409A-8E08-344400BC08E9	1
400	2040	Carmen	O	none	0
401	2046	,	O	none	0
402	2048	con	O	none	0
403	2051	\n               	O	none	0
404	2067	vaga	O	none	0
405	2072	sonrisa	O	none	0
406	2080	de	O	none	0
407	2083	burla	O	none	0
408	2088	—	O	none	0
409	2089	.	O	none	0
410	2091	Ea	O	none	0
411	2093	,	O	none	0
412	2095	vamos	O	none	0
413	2101	a	O	none	0
414	2103	comer	B-Movimiento-Sujeto	0DE7944B-B722-4243-BC19-EB948B2359E6	1
415	2108	,	O	none	0
416	2110	que	O	none	0
417	2114	este	O	none	0
418	2119	cocimiento	O	none	0
419	2130	ya	O	none	0
420	2132	\n               	O	none	0
421	2148	está	O	none	0
422	2152	.	O	none	0
423	2153	\n	O	none	0
424	2154	—	O	none	0
425	2155	¡	O	none	0
426	2156	Y	O	none	0
427	2158	ni	O	none	0
428	2161	siquiera	O	none	0
429	2170	un	O	none	0
430	2173	poco	O	none	0
431	2178	de	O	none	0
432	2181	aloja	O	none	0
433	2187	para	O	none	0
434	2192	refrescar	O	none	0
435	2201	!	O	none	0
436	2203	—	O	none	0
437	2204	murmuró	B-Movimiento-ALT	9C9D8EB1-113F-4331-9286-D5CBF7C591B9	1
438	2212	el	O	none	0
439	2215	hombre	O	none	0
440	2221	.	O	none	0
441	2222	\n	O	none	0
442	2223	—	O	none	0
443	2224	No	O	none	0
444	2227	te	O	none	0
445	2230	apures	O	none	0
446	2236	,	O	none	0
447	2238	Perico	O	none	0
448	2244	,	O	none	0
449	2246	que	O	none	0
450	2250	si	O	none	0
451	2253	esto	O	none	0
452	2258	no	O	none	0
453	2261	es	O	none	0
454	2264	tan	O	none	0
455	2268	bueno	O	none	0
456	2274	como	O	none	0
457	2279	los	O	none	0
458	2283	festines	O	none	0
459	2292	del	O	none	0
460	2295	\n                  	O	none	0
461	2314	Potosí	B-Lugar-Contenedor	7DFC2025-8B8A-4C14-8912-CA5A6AF55FE7	1
462	2320	,	O	none	0
463	2322	día	O	none	0
464	2326	llegará	B-Movimiento-ALT	B8D72FB1-7CEE-44EC-B9C6-B3864AA55AD9	1
465	2334	en	O	none	0
466	2337	que	O	none	0
467	2341	los	O	none	0
468	2345	tendremos	O	none	0
469	2355	mejores	O	none	0
470	2362	.	O	none	0
471	2364	¡	O	none	0
472	2365	Un	O	none	0
473	2368	Inca	O	none	0
474	2373	con	O	none	0
475	2377	millares	B-Dimensionamiento-Cantitad	7F64B81D-235C-4D63-A0A2-9C91589986A2	3
476	2386	y	I-Dimensionamiento-Cantitad	7F64B81D-235C-4D63-A0A2-9C91589986A2	3
477	2388	millares	I-Dimensionamiento-Cantitad	7F64B81D-235C-4D63-A0A2-9C91589986A2	3
478	2396	\n                  	O	none	0
479	2415	de	O	none	0
480	2418	súbditos	O	none	0
481	2426	!	O	none	0
482	2427	...	O	none	0
483	2430	\n	O	none	0
484	2431	—	O	none	0
485	2432	Come	B-Movimiento-Sujeto	1096DC16-40D0-4D81-A224-CD208C181F92	1
486	2437	y	O	none	0
487	2439	calla	B-Movimiento-Sonido	D7507F94-40C3-47A5-9ACC-ADC34F2B8116	1
488	2444	,	O	none	0
489	2446	que	O	none	0
490	2450	en	B-Dirección	75670A08-57B1-4BBF-BB59-EF0E64183090	1
491	2453	boca	O	none	0
492	2458	cerrada	B-Movimiento-Sujeto	7AD735AD-F96A-402F-8DE8-283A40DFA4B7	1
493	2466	no	O	none	0
494	2469	entran	B-Movimiento-Sujeto	61BAFFE9-19E8-42D0-9758-0DE981450916	1
495	2476	moscas	O	none	0
496	2482	.	O	none	0
497	2483	\n	O	none	0
498	2484	Comieron	B-Movimiento-Sujeto	58DD0035-88EE-46F3-952E-EBF6F94E4502	1
499	2493	silenciosos	O	none	0
500	2505	en	B-Posicionamiento	ECEA979D-AB55-4223-86B3-33F884CE1973	1
501	2508	medio	B-Lugar-Contenedor	92C65A62-4431-4BE3-AA60-7F1C33FD5FE9	1
502	2514	de	B-Posicionamiento	07829968-9C8E-41F7-848E-2A90421B9BFB	1
503	2517	la	O	none	0
504	2520	sombra	B-Lugar-Contenedor	6B67ABA9-18EF-41AF-BF77-F818A7CF7155	1
505	2527	que	O	none	0
506	2531	había	O	none	0
507	2537	llenado	B-Movimiento-Objeto	1BF349EB-961A-4B37-9C69-EE3399C37611	1
508	2545	el	O	none	0
509	2548	valle	B-Lugar-Contenedor-CM	B8868384-3315-4626-A474-C408DF8986FD	1
510	2553	,	O	none	0
511	2555	entonces	O	none	0
512	2564	mucho	O	none	0
513	2569	\n               	O	none	0
514	2585	más	O	none	0
515	2589	fértil	O	none	0
516	2596	que	O	none	0
517	2600	hoy	O	none	0
518	2603	,	O	none	0
519	2605	pues	O	none	0
520	2610	el	O	none	0
521	2613	Río	B-Lugar-Contenedor	C9717C3E-C4A5-4AC7-98A6-46DF02C9FBD6	2
522	2617	Grande	I-Lugar-Contenedor	C9717C3E-C4A5-4AC7-98A6-46DF02C9FBD6	2
523	2624	del	B-Posicionamiento	76A92E81-F21F-4FB0-ACA5-7F3ED1BCD429	1
524	2628	Valle	B-Lugar-Contenedor	222A6ED4-6A07-4443-A3E3-ADE1F3876D1B	2
525	2634	Viejo	B-Lugar-Contenedor	222A6ED4-6A07-4443-A3E3-ADE1F3876D1B	2
526	2640	que	O	none	0
527	2644	bajaba	B-Movimiento-Objeto	04FD69AB-95C0-45CE-A712-FB75B3234C90	1
528	2651	desde	B-Dirección	03337DBA-8CBE-44EB-8106-FD3C9C59C32F	1
529	2657	cerca	B-Posicionamiento	471EA350-BB0D-48FE-A75B-726DC603223F	1
530	2663	de	B-Dirección	C1A48FF1-DB64-4324-9E55-481426C555C3	1
531	2666	las	O	none	0
532	2669	\n               	O	none	0
533	2685	faldas	B-Lugar-Contenedor-CM	8349A625-EED5-4E41-A636-DE66AAD8507A	1
534	2692	del	B-Posicionamiento	751DDCB0-F66D-4C49-A17E-0AEA686C30EA	1
535	2696	Pucará	B-Lugar-Contenedor	CBD29ABC-D8BB-458E-9F85-274EAF387390	1
536	2702	,	O	none	0
537	2704	y	O	none	0
538	2706	el	O	none	0
539	2709	río	B-Lugar-Contenedor	6E97F16D-53CA-4B0E-A15A-46BC3FD067B5	1
540	2713	Tala	B-Lugar-Contenedor	D9DBB6D0-84AD-4A41-A2A1-A1022D2763E6	1
541	2717	,	O	none	0
542	2719	que	O	none	0
543	2723	descendía	B-Movimiento-Objeto	326FD4CA-0426-45E0-9964-8FE49EABFD1E	1
544	2733	del	B-Dirección	E5970C8D-A885-4E00-ACD2-1CB2C38A5C04	1
545	2737	Ambato	B-Lugar-Contenedor-CM	0B7B5711-D596-4010-A9D7-3F4185A3C211	1
546	2743	,	O	none	0
547	2745	no	O	none	0
548	2748	interrumpían	B-Movimiento-Objeto	6DBB436D-16E0-4509-A7CA-FC390198280A	1
549	2761	nunca	O	none	0
550	2767	su	O	none	0
551	2769	\n               	O	none	0
552	2785	corriente	O	none	0
553	2794	,	O	none	0
554	2796	y	O	none	0
555	2798	en	O	none	0
556	2801	verano	O	none	0
557	2807	,	O	none	0
558	2809	crecidos	B-Movimiento-Objeto	D9D3B480-931C-4C03-A9E9-A4617A9654FC	1
559	2818	con	O	none	0
560	2822	los	O	none	0
561	2826	deshielos	O	none	0
562	2835	,	O	none	0
563	2837	lo	O	none	0
564	2840	inundaban	B-Movimiento-Objeto	D8A526CE-FA24-47FD-A346-CF93CFC4B0A8	1
565	2849	,	O	none	0
566	2851	fecundaban	B-Movimiento-Objeto	94139C39-86C4-4096-B06C-9F9239D1299D	1
567	2862	y	O	none	0
568	2863	\n               	O	none	0
569	2879	reverdecían	O	none	0
570	2891	todo	O	none	0
571	2895	.	O	none	0
572	2896	\n	O	none	0
573	2897	El	O	none	0
574	2900	fuego	O	none	0
575	2905	,	O	none	0
576	2907	entretanto	O	none	0
577	2917	,	O	none	0
578	2919	iluminaba	B-Movimiento-Luz	B9A8354D-B32F-4350-A4F5-C56BF1A7619F	1
579	2929	fuertemente	O	none	0
580	2941	el	O	none	0
581	2944	rostro	B-Lugar-Objeto-CM	F7AEC224-B1BF-4BF0-BBDF-53F9B9DF7338	1
582	2951	atezado	B-Movimiento-Luz	9751E358-B3C1-4661-9E38-A297A35EB680	1
583	2959	del	O	none	0
584	2963	hombre	O	none	0
585	2969	,	O	none	0
586	2971	en	B-Posicionamiento	C9976641-275F-4BB6-A204-3A915B446D55	1
587	2974	el	O	none	0
588	2977	que	O	none	0
589	2980	\n               	O	none	0
590	2996	fosforecían	B-Movimiento-Luz	767B8494-1CCC-45E8-9855-17791280A216	1
591	3008	dos	B-Dimensionamiento-Cantitad	459C9439-78AA-4887-833B-4CEB18503856	1
592	3012	ojos	O	none	0
593	3017	pequeños	B-Dimensionamiento-Tamaño	665E9614-C968-412B-B214-B91BFC8C49B9	1
594	3025	,	O	none	0
595	3027	negros	O	none	0
596	3034	y	O	none	0
597	3036	vivos	O	none	0
598	3041	.	O	none	0
599	3043	Era	O	none	0
600	3047	de	O	none	0
601	3050	corta	B-Dimensionamiento-Tamaño	E295575C-33AD-43C8-A704-25B7675C3AA9	1
602	3056	estatura	O	none	0
603	3064	,	O	none	0
604	3066	vestía	B-Movimiento-Sujeto	D6034434-31A9-4E4C-AC1E-02EDD752F243	1
605	3073	una	O	none	0
606	3077	mala	O	none	0
607	3081	\n               	O	none	0
608	3097	túnica	O	none	0
609	3104	de	O	none	0
610	3107	lana	O	none	0
611	3112	y	O	none	0
612	3114	un	O	none	0
613	3117	poncho	O	none	0
614	3124	de	O	none	0
615	3127	colores	O	none	0
616	3134	,	O	none	0
617	3136	y	O	none	0
618	3138	llevaba	B-Movimiento-Sujeto	8FC3AB15-3194-4E82-B4DB-47EAC3FE4246	1
619	3146	en	B-Posicionamiento	CF029C66-364A-42B7-8FA7-776393FF2294	1
620	3149	los	O	none	0
621	3153	pies	O	none	0
622	3158	ojotas	O	none	0
623	3164	,	O	none	0
624	3166	o	O	none	0
625	3168	sandalias	O	none	0
626	3178	de	O	none	0
627	3180	\n               	O	none	0
628	3196	cuero	O	none	0
629	3202	sin	O	none	0
630	3206	curtir	O	none	0
631	3212	.	O	none	0
632	3214	Parecía	B-Movimiento-ALT	647AD92C-E498-4586-8C61-A88F70BD362C	1
633	3221	,	O	none	0
634	3223	pues	O	none	0
635	3227	,	O	none	0
636	3229	un	O	none	0
637	3232	indio	O	none	0
638	3237	,	O	none	0
639	3239	pero	O	none	0
640	3243	,	O	none	0
641	3245	aun	O	none	0
642	3249	sin	O	none	0
643	3253	oírlo	B-Movimiento-Sonido	5DE87A76-5392-48E4-897B-F73AC5770E04	1
644	3259	hablar	B-Movimiento-Sonido	CAB6701A-4734-4630-A20A-78E26C112D38	1
645	3265	,	O	none	0
646	3267	un	O	none	0
647	3270	europeo	O	none	0
648	3277	\n               	O	none	0
649	3293	observador	O	none	0
650	3304	hubiera	O	none	0
651	3312	notado	O	none	0
652	3319	en	O	none	0
653	3322	sus	O	none	0
654	3326	ojos	O	none	0
655	3331	de	O	none	0
656	3334	corte	O	none	0
657	3340	horizontal	O	none	0
658	3350	,	O	none	0
659	3352	en	O	none	0
660	3355	la	O	none	0
661	3358	línea	O	none	0
