Token_ID	Text_Pointer	Token	Tag	Annotation_ID	Multi_Token_Annotation
129	656	inexpugnables	O	none	0
130	669	;	O	none	0
131	671	el	O	none	0
132	674	segundo	B-Dimensionamiento-Cantitad	A41A59CF-D67C-46CB-B311-006C05D58CFD	1
133	682	era	O	none	0
134	686	una	O	none	0
135	690	iglesia	B-Lugar-Contenedor	CCAC721E-F8F4-4042-9F33-8068FD17DC4C	1
136	697	\n	O	none	0
137	698	dedicada	O	none	0
138	707	a	O	none	0
139	709	Nuestra	O	none	0
140	717	Señora	O	none	0
141	724	de	O	none	0
142	727	la	O	none	0
143	730	Concepción	O	none	0
144	740	.	O	none	0
145	742	Ambos	B-Dimensionamiento-Cantitad	15B5D266-7C30-4F4D-ADD3-02D077315A53	1
146	748	edificios	B-Lugar-Contenedor	877E5E9B-D0D7-4A6D-B496-FB9FB7F1710F	1
147	758	pertenecían	O	none	0
148	770	a	O	none	0
149	772	la	O	none	0
150	775	poderosa	O	none	0
151	783	,	O	none	0
152	785	acatada	O	none	0
153	792	\n	O	none	0
154	793	y	O	none	0
155	795	temida	O	none	0
156	802	orden	O	none	0
157	808	de	O	none	0
158	811	los	O	none	0
159	815	caballeros	O	none	0
160	826	Templarios	O	none	0
161	836	.	O	none	0
162	837	\n         \n\n          	O	none	0
163	859	A	B-Posicionamiento	2982D703-FDCA-4D17-A9ED-677424930CAE	1
164	861	la	O	none	0
165	864	falda	B-Lugar-Contenedor	DA7135E7-4808-46F1-A6D5-6AE1C30F8256	1
166	870	septentrional	B-Posicionamiento	B2827EAD-7D8E-42AE-AEF8-E01A2D40D5AF	1
167	884	del	B-Posicionamiento	57D6FF56-AE02-4BE5-8587-F6562715F027	1
168	888	monte	B-Lugar-Contenedor	022CBD92-E576-42AD-9D11-C52992291176	1
169	893	,	O	none	0
170	895	entre	B-Posicionamiento	C9D72C0B-A253-49A1-8017-1C5D92483B83	1
171	901	peñascos	O	none	0
172	910	y	O	none	0
173	912	maleza	O	none	0
174	918	,	O	none	0
175	920	se	O	none	0
176	923	elevaba	B-Movimiento-ALT	DBD047FF-C22E-45B2-A2F3-8426A0E0C9D4	1
177	931	una	O	none	0
178	935	torre	B-Lugar-Contenedor	C9CB14D7-A989-4DD4-ADFF-6F1C331E8643	1
179	941	solitaria	O	none	0
180	950	,	O	none	0
181	951	\n	O	none	0
182	952	carcomida	O	none	0
183	961	,	O	none	0
184	963	ruinosa	O	none	0
185	971	y	O	none	0
186	973	cuyos	B-Posicionamiento	447FC994-500E-4519-8011-50CA060DE0C3	1
187	979	muros	B-Lugar-Objeto	27DC6FA0-DA6F-4724-85DB-8CF6BAD3F1FD	1
188	985	de	O	none	0
189	988	verdinegros	O	none	0
190	1000	colores	O	none	0
191	1008	atestiguaban	O	none	0
192	1021	su	O	none	0
193	1024	edad	O	none	0
194	1029	caduca	O	none	0
195	1035	.	O	none	0
196	1037	En	B-Posicionamiento	4EAB0666-88B0-48BD-8B04-C52E88D1E235	1
197	1040	lo	O	none	0
198	1043	más	O	none	0
199	1046	\n	O	none	0
200	1047	alto	B-Posicionamiento	A572AD65-8157-4364-B726-75BD96AA10C5	1
201	1052	de	B-Posicionamiento	7486D1B5-11C9-4261-B606-3B1001CBDFD3	1
202	1055	aquella	O	none	0
203	1063	torre	B-Lugar-Contenedor	425B12A3-515B-47C2-86B6-3F6F634EC0BD	1
204	1069	había	O	none	0
205	1075	una	O	none	0
206	1079	campana	O	none	0
207	1086	;	O	none	0
208	1088	en	B-Posicionamiento	43DB871D-35B5-49EC-B09B-D5C5923DE0FA	1
209	1091	lo	O	none	0
210	1094	más	O	none	0
211	1098	profundo	B-Posicionamiento	D316ED45-282B-4ABC-99C9-5915C8799F50	1
212	1107	había	O	none	0
213	1113	un	O	none	0
214	1116	subterráneo	B-Lugar-Contenedor	1ECB53FB-E5EB-478D-A78F-92C1E443E11D	1
215	1127	.	O	none	0
216	1129	La	O	none	0
217	1132	campana	O	none	0
218	1139	\n	O	none	0
219	1140	servía	B-Movimiento-ALT	3370AC45-F6F4-468F-B8BD-54D08C29520D	1
220	1147	para	O	none	0
221	1152	comunicarse	B-Movimiento-Sonido	DBF3C3D6-9CBE-4D5A-BAD8-C040D39396ED	1
222	1164	al	O	none	0
223	1167	aire	O	none	0
224	1172	libre	O	none	0
225	1177	,	O	none	0
226	1179	con	O	none	0
227	1183	la	O	none	0
228	1186	iglesia	B-Lugar-Contenedor	C69BE94D-C780-4633-92A6-5BF3D9E33FA6	1
229	1194	y	O	none	0
230	1196	el	O	none	0
231	1199	castillo	B-Lugar-Contenedor	E062B675-F06A-41E8-B666-010417A5C546	1
232	1207	;	O	none	0
233	1209	el	O	none	0
234	1212	subterráneo	B-Lugar-Contenedor	04BD865C-D992-4E0F-8AD5-97768EE75E41	1
235	1224	servía	B-Movimiento-ALT	887CA7FD-69A9-4705-90EC-EDD4659E5F5B	1
236	1231	para	O	none	0
237	1236	el	O	none	0
238	1238	\n	O	none	0
239	1239	mismo	O	none	0
240	1245	objeto	O	none	0
241	1251	,	O	none	0
242	1253	si	O	none	0
243	1256	bien	O	none	0
244	1261	de	O	none	0
245	1264	una	O	none	0
246	1267	,	O	none	0
247	1269	manera	O	none	0
248	1276	invisible	O	none	0
249	1286	y	O	none	0
250	1288	misteriosa	O	none	0
251	1298	.	O	none	0
252	1299	\n         \n\n          	O	none	0
253	1321	Sólo	O	none	0
254	1326	turbaba	B-Movimiento-Sonido	F22DE9FB-BC3B-4F8D-9D2F-5822958AFE72	1
255	1334	el	O	none	0
256	1337	espacio	B-Lugar-Contenedor	AC380061-64BF-4558-AE65-D43FFD5BBC9D	1
257	1345	el	O	none	0
258	1348	murmurar	O	none	0
259	1357	monótono	O	none	0
260	1366	y	O	none	0
261	1368	eterno	O	none	0
262	1375	de	O	none	0
263	1378	un	O	none	0
264	1381	caudaloso	B-Dimensionamiento-Tamaño	FC576CF3-BC37-4EA4-ABF1-FB2A1C1AA5D5	1
265	1391	arroyo	B-Lugar-Contenedor	53CADE3B-5BDF-4B24-B133-FB3F943178BD	1
266	1398	que	O	none	0
267	1402	corría	B-Movimiento-Objeto	1F3F7832-8E44-45DC-B1C9-FE72C70D8258	1
268	1408	\n	O	none	0
269	1409	poco	B-Dimensionamiento-Distancia	29FD46B7-A3B7-4843-8BE7-2228933830A2	1
270	1414	distante	B-Dimensionamiento-Distancia	7CCA5783-6D66-4DDD-A229-1107E5812EED	1
271	1423	del	B-Dirección	BC849E36-5A93-41FA-8B1C-40E0746F5803	1
272	1427	solitario	O	none	0
273	1437	torreón	B-Lugar-Contenedor	F9C420A0-A450-47CB-8DF0-BCC59234782B	1
274	1444	,	O	none	0
275	1446	y	O	none	0
276	1448	los	O	none	0
277	1452	lúgubres	O	none	0
278	1461	chirridos	O	none	0
279	1471	de	O	none	0
280	1474	la	O	none	0
281	1477	lechuza	O	none	0
282	1485	y	O	none	0
283	1487	el	O	none	0
284	1490	búho	O	none	0
285	1494	,	O	none	0
286	1496	que	O	none	0
287	1499	,	O	none	0
288	1501	como	O	none	0
289	1505	\n	O	none	0
290	1506	los	O	none	0
291	1510	genios	O	none	0
292	1517	de	O	none	0
293	1520	las	O	none	0
294	1524	tinieblas	O	none	0
295	1534	y	O	none	0
296	1536	de	O	none	0
297	1539	las	O	none	0
298	1543	ruinas	B-Lugar-Contenedor	52579683-C61F-44B1-84F8-7266662A5900	1
299	1549	,	O	none	0
300	1551	agitaban	B-Movimiento-Sujeto	67A2A5A3-C583-4443-BD8A-BBF4752EF9EF	1
301	1560	en	B-Posicionamiento	E4EB3A74-B31E-4FCF-86B6-508A3CDAA99D	2
302	1563	torno	I-Posicionamiento	E4EB3A74-B31E-4FCF-86B6-508A3CDAA99D	2
303	1569	de	B-Posicionamiento	FA6F85F2-B83B-4C8B-93D6-59CD33E3FAAE	1
304	1572	la	O	none	0
305	1575	torre	B-Lugar-Contenedor	31944FD2-FDD2-48A5-8AD0-012C29EB03B4	1
306	1581	sus	O	none	0
307	1585	crujientes	O	none	0
308	1596	alas	O	none	0
309	1600	,	O	none	0
310	1601	\n	O	none	0
311	1602	produciendo	B-Movimiento-Sonido	366B74AC-7E83-4C06-A4E9-CB695C612478	1
312	1614	un	O	none	0
313	1617	ruido	O	none	0
314	1623	semejante	O	none	0
315	1633	al	O	none	0
316	1636	choque	O	none	0
317	1643	de	O	none	0
318	1646	huesosos	O	none	0
319	1655	esqueletos	O	none	0
320	1666	que	O	none	0
321	1670	surcasen	B-Movimiento-Objeto	3684688D-10CA-4392-8F0A-3C20D9E5506B	1
322	1679	el	O	none	0
323	1682	espacio	B-Lugar-Contenedor	F246868D-5AEF-41E9-943E-C443499B4BA0	1
324	1689	.	O	none	0
325	1690	\n         \n\n          	O	none	0
326	1712	Quien	O	none	0
327	1718	hubiese	O	none	0
328	1726	mirado	B-Movimiento-Luz	2D3C503F-4D99-405F-8840-207BC414FCB2	1
329	1733	atentamente	O	none	0
330	1745	a	B-Dirección	E9818B92-344E-4469-9360-94809A3CF917	1
331	1747	una	O	none	0
332	1751	ventanilla	B-Lugar-Objeto-CM	8D5CE076-86C1-48EB-86A9-83E2490B83C7	1
333	1762	practicada	O	none	0
334	1772	,	O	none	0
335	1774	en	B-Posicionamiento	72495041-7AA9-4EE3-BF65-1D44609594AE	1
336	1777	el	O	none	0
337	1780	muro	B-Lugar-Objeto	EBCAB758-9DEB-414B-8B0E-D56773779559	1
338	1785	del	B-Posicionamiento	59430B92-81C2-4146-AAAC-599DB034CAFE	1
339	1789	salón	B-Lugar-Contenedor	F440D450-75F8-4CCE-913D-8B9F5B6EA661	1
340	1795	principal	O	none	0
341	1804	\n	O	none	0
342	1805	de	B-Posicionamiento	2991365D-5F0D-4059-89D4-1B1D136EA3F9	1
343	1808	la	O	none	0
344	1811	torre	B-Lugar-Contenedor	86AB6E6C-5542-4FE6-BF83-14DDAC602ABD	1
345	1816	,	O	none	0
346	1818	habría	O	none	0
347	1825	podido	O	none	0
348	1832	notar	B-Movimiento-Luz	B56A7B0C-6F67-4D9B-AAF6-FAD6DEE47D58	1
349	1838	las	O	none	0
350	1842	oscilaciones	O	none	0
351	1855	de	O	none	0
352	1858	una	O	none	0
353	1862	luz	O	none	0
354	1865	,	O	none	0
355	1867	que	O	none	0
356	1871	brillaba	B-Movimiento-Luz	1B1BF14B-78E5-4758-8A2A-7502082D283E	1
357	1880	a	O	none	0
358	1882	intervalos	O	none	0
359	1892	,	O	none	0
360	1894	según	O	none	0
361	1900	que	O	none	0
362	1903	\n	O	none	0
363	1904	se	O	none	0
364	1907	interponía	B-Movimiento-Luz	C51F9612-FF9F-4C9A-8FB7-31D5BFB7516C	1
365	1918	o	O	none	0
366	1920	desaparecía	B-Movimiento-Luz	FF0FD024-2E28-41E3-9369-647D986D7BF5	1
367	1932	entre	B-Posicionamiento	F3FDE522-A75A-4967-80C9-035E8B5D66C8	1
368	1938	la	O	none	0
369	1941	ventana	B-Lugar-Objeto	59E1DD2A-397F-4FA1-8655-0360A17098B5	1
370	1949	y	O	none	0
371	1951	la	O	none	0
372	1954	luz	O	none	0
373	1958	una	O	none	0
374	1962	sombra	B-Lugar-ALT	BADC4AE2-48B2-40F0-AF5A-71A67F06FE3C	1
375	1969	que	O	none	0
376	1973	vagaba	B-Movimiento-Luz	46FFF135-490D-4AA8-9894-585E684FEB54	1
377	1980	por	B-Dirección	3F0A2314-2C8C-482E-9EAC-F23CD04EAD5C	1
378	1984	el	O	none	0
379	1987	aposento	B-Lugar-Contenedor	8E8D9FDB-9229-4C31-805F-C091720E53B4	1
380	1995	.	O	none	0
381	1997	Un	O	none	0
382	1999	\n	O	none	0
383	2000	silencio	O	none	0
384	2009	verdaderamente	O	none	0
385	2024	sepulcral	O	none	0
386	2034	reinaba	O	none	0
387	2042	en	B-Posicionamiento	C10E907A-2F2F-44F9-B0E5-6DB1B8141608	1
388	2045	el	O	none	0
389	2048	interior	B-Lugar-Contenedor	852BDF74-A04B-4930-99D4-753142CB2352	1
390	2057	de	B-Posicionamiento	B3A90EC5-5EC4-4B65-A212-637D3554B8C7	1
391	2060	la	O	none	0
392	2063	misteriosa	O	none	0
393	2074	torre	B-Lugar-Contenedor	A179E1B5-CC32-4CC3-861A-2B250B707D1C	1
394	2079	.	O	none	0
395	2081	Todo	O	none	0
396	2086	era	O	none	0
397	2090	oscuridad	O	none	0
398	2099	\n	O	none	0
399	2100	y	O	none	0
400	2102	silencio	O	none	0
401	2110	,	O	none	0
402	2112	excepto	O	none	0
403	2120	en	B-Posicionamiento	1AEFABBC-140D-4C4D-81E8-99DADB770C47	1
404	2123	aquella	O	none	0
405	2131	estancia	B-Lugar-Contenedor	B4816947-C97D-4F29-B645-25FACA7BA4B5	1
406	2140	por	B-Dirección	BD96B11B-21C3-41E8-8760-85B8C47F00B0	1
407	2144	donde	B-Posicionamiento	D5A29A0A-89D1-4556-86CA-39F7AF668144	1
408	2150	se	O	none	0
409	2153	paseaba	B-Movimiento-Sujeto	EC02E055-3567-4059-8A8F-445F787A529C	1
410	2161	el	O	none	0
411	2164	único	O	none	0
412	2170	habitante	O	none	0
413	2180	que	O	none	0
414	2183	,	O	none	0
415	2185	al	O	none	0
416	2188	parecer	O	none	0
417	2195	,	O	none	0
418	2196	\n	O	none	0
419	2197	existía	O	none	0
420	2205	en	B-Posicionamiento	3A3E1C5D-3B3C-4AAD-AEDF-8ADDEE2C3E29	1
421	2208	aquella	O	none	0
422	2216	mansión	B-Lugar-Contenedor	3B586D46-2B81-42EE-B32D-106628214AAF	1
423	2223	.	O	none	0
424	2225	En	B-Posicionamiento	B1910A50-1C70-4838-9F1D-B386E3935365	1
425	2228	su	O	none	0
426	2231	centro	B-Lugar-Abstracto	5918979F-99E4-4142-AFF8-232D351B83D5	1
427	2237	,	O	none	0
428	2239	pendiente	O	none	0
429	2249	de	O	none	0
430	2252	una	O	none	0
431	2256	cadena	O	none	0
432	2263	de	O	none	0
433	2266	hierro	O	none	0
434	2272	,	O	none	0
435	2274	veíase	B-Movimiento-Luz	D2AF42A5-6C6B-43BC-8243-7A249E4B94FF	1
436	2281	una	O	none	0
437	2285	lámpara	O	none	0
438	2292	\n	O	none	0
439	2293	que	O	none	0
440	2297	esparcía	B-Movimiento-Luz	9AEDC1CA-6B27-4375-B369-65B3BE9F266B	1
441	2306	en	B-Posicionamiento	5E54F617-7917-4A8B-8265-245E8A4FA0B9	2
442	2309	torno	I-Posicionamiento	5E54F617-7917-4A8B-8265-245E8A4FA0B9	2
443	2315	la	O	none	0
444	2318	moribunda	O	none	0
445	2328	luz	O	none	0
446	2332	que	O	none	0
447	2336	ya	O	none	0
448	2339	hemos	O	none	0
449	2345	divisado	B-Movimiento-Luz	27506791-0F85-4A2B-9EBB-885699E322AA	1
450	2353	.	O	none	0
451	2354	\n         \n\n          	O	none	0
452	2376	El	O	none	0
453	2379	salón	B-Lugar-Contenedor	5CA0FE45-6FA6-4AE0-B2CB-86DDA5C1F1B2	1
454	2384	,	O	none	0
455	2386	cuya	B-Posicionamiento	9CBAC72F-A836-4B06-AA40-E30BB9317934	1
456	2391	techumbre	B-Lugar-Objeto-CM	E6A388AC-BF99-4D87-A369-E3B2E50CB279	1
457	2401	estaba	O	none	0
458	2408	escaqueada	B-Movimiento-Sujeto	C283D71A-275A-4D3A-A27D-A990DCF296E4	1
459	2419	de	O	none	0
460	2422	púrpura	O	none	0
461	2430	y	O	none	0
462	2432	oro	O	none	0
463	2435	,	O	none	0
464	2437	entapizado	B-Movimiento-Sujeto	F83A79BB-4007-40F3-83DD-05035A850086	1
465	2448	el	O	none	0
466	2451	pavimento	B-Lugar-Objeto-CM	53A73C65-5287-4DF3-8965-5E4B6E613B05	1
467	2461	con	O	none	0
468	2464	\n	O	none	0
469	2465	una	O	none	0
470	2469	alfombra	O	none	0
471	2478	oriental	O	none	0
472	2486	,	O	none	0
473	2488	y	O	none	0
474	2490	adornado	B-Movimiento-Sujeto	E09F2F04-DACA-459F-989A-256A3EDDF153	1
475	2499	con	O	none	0
476	2503	ricos	O	none	0
477	2509	y	O	none	0
478	2511	bien	O	none	0
479	2516	labrados	B-Movimiento-Sujeto	E70C475D-0EBA-406A-891D-27C4502CE227	1
480	2525	sitiales	O	none	0
481	2534	de	O	none	0
482	2537	nogal	O	none	0
483	2543	con	O	none	0
484	2547	remates	O	none	0
485	2554	\n	O	none	0
486	2555	dorados	O	none	0
487	2562	,	O	none	0
488	2564	presentaba	B-Movimiento-ALT	469FBB59-C616-431A-9612-6476121C9E63	1
489	2575	un	O	none	0
490	2578	aspecto	O	none	0
491	2586	muy	O	none	0
492	2590	diferente	O	none	0
493	2600	en	B-Posicionamiento	4F37B35A-FCDF-4B5A-BDCE-AD9C47391089	1
494	2603	su	O	none	0
495	2606	interior	B-Lugar-Contenedor	2BA806F3-0F7A-494F-BB0D-8C703B91B20E	1
496	2615	del	O	none	0
497	2619	que	O	none	0
498	2623	pudiera	O	none	0
499	2631	esperarse	O	none	0
500	2640	,	O	none	0
501	2642	a	O	none	0
502	2644	juzgar	O	none	0
503	2650	\n	O	none	0
504	2651	por	O	none	0
505	2655	la	O	none	0
506	2658	apariencia	O	none	0
507	2669	ruinosa	O	none	0
508	2677	y	O	none	0
509	2679	desvencijada	B-Movimiento-Objeto	FD7D2EA5-AEAA-4FE2-9ED5-1820A9108E1E	1
510	2692	de	O	none	0
511	2695	aquel	O	none	0
512	2701	caduco	O	none	0
513	2708	edificio	B-Lugar-Contenedor	629BD73B-79D3-4FD2-8D3A-356C3A4273B9	1
514	2716	.	O	none	0
515	2717	\n         \n\n          	O	none	0
516	2739	En	O	none	0
517	2742	la	O	none	0
518	2745	semioscuridad	O	none	0
519	2759	que	O	none	0
520	2763	inundaba	B-Movimiento-Luz	35FD24DC-16CA-4880-993E-BAD747F6F406	1
521	2772	el	O	none	0
522	2775	aposento	B-Lugar-Contenedor	BEF107CC-2450-4295-9383-4A0CA35B5DAF	1
523	2783	,	O	none	0
524	2785	pues	O	none	0
525	2790	que	O	none	0
526	2794	la	O	none	0
527	2797	luz	O	none	0
528	2801	espirante	O	none	0
529	2811	sólo	O	none	0
530	2816	esparcía	B-Movimiento-Luz	5A7C3674-98C9-464B-BB31-562BF31752BC	1
531	2825	alguna	O	none	0
532	2831	\n	O	none	0
533	2832	débil	O	none	0
534	2838	claridad	O	none	0
535	2847	en	B-Posicionamiento	F802AE47-3DB2-409B-8F70-BECFD0AA4AB2	1
536	2850	un	O	none	0
537	2853	círculo	B-Lugar-Abstracto	E6D7C7D8-391A-47B1-B9EB-15D075CC0095	1
538	2861	muy	O	none	0
539	2865	limitado	B-Dimensionamiento-Tamaño	A51EA9B6-2D3A-4456-A44A-4676ED5B4EF1	1
540	2873	,	O	none	0
541	2875	confundiendo	B-Movimiento-Luz	04C0E7D0-D31B-4890-B810-73F08CA4EFB7	1
542	2888	en	B-Posicionamiento	75FFE809-748B-47B0-9929-5979E560B25C	1
543	2891	sombras	B-Lugar-Contenedor	8535F2CC-16B3-4BC4-BA3B-1551C9EBC662	1
544	2899	los	O	none	0
545	2903	extremos	B-Lugar-Abstracto	B6D55E90-F210-4CB8-BDB9-780D05CF5495	1
546	2912	del	B-Posicionamiento	E8B49050-9CFA-4015-BD5F-7F0DE97B13F9	1
547	2916	espacioso	B-Dimensionamiento-Tamaño	A47BCA2D-0662-440C-9C26-F4AEFF9375F4	1
548	2925	\n	O	none	0
549	2926	salón	B-Lugar-Contenedor	40CD46DB-C4DB-45B2-A25E-7CC4DDABA599	1
550	2931	,	O	none	0
551	2933	se	O	none	0
552	2936	destacaba	B-Movimiento-ALT	95EDE3D3-4070-4D3B-A42E-39D9CE8AE8EF	1
553	2946	vigorosamente	O	none	0
554	2960	una	O	none	0
555	2964	figura	O	none	0
556	2971	blanca	O	none	0
557	2978	y	O	none	0
558	2980	una	O	none	0
559	2984	fisonomía	O	none	0
560	2994	enérgica	O	none	0
561	3003	que	O	none	0
562	3007	hubiera	O	none	0
563	3015	podido	O	none	0
564	3021	\n	O	none	0
565	3022	servir	B-Movimiento-ALT	158D0FAC-D47D-41AE-8616-1AB92C7A5685	1
566	3029	de	O	none	0
567	3032	estudio	O	none	0
568	3040	a	O	none	0
569	3042	un	O	none	0
570	3045	gran	B-Dimensionamiento-ALT	65D2E246-2046-47F9-90A3-169F38147FC0	1
571	3050	pintor	O	none	0
572	3056	.	O	none	0
573	3058	Era	O	none	0
574	3062	una	O	none	0
575	3066	cabeza	O	none	0
576	3073	digna	O	none	0
577	3079	de	O	none	0
578	3082	Rembrandt	O	none	0
579	3091	,	O	none	0
580	3093	el	O	none	0
581	3096	genio	O	none	0
582	3102	trágico	O	none	0
583	3110	de	O	none	0
584	3113	la	O	none	0
585	3115	\n	O	none	0
586	3116	pintura	O	none	0
587	3123	.	O	none	0
588	3124	\n         \n\n          	O	none	0
589	3146	Figúrese	O	none	0
590	3155	el	O	none	0
591	3158	lector	O	none	0
592	3165	un	O	none	0
593	3168	hombre	O	none	0
594	3175	de	O	none	0
595	3178	estatura	O	none	0
596	3187	mediana	B-Dimensionamiento-Tamaño	FD0560C9-74AD-447A-B22A-FB889D333C65	1
597	3194	,	O	none	0
598	3196	pero	O	none	0
599	3201	fornido	B-Dimensionamiento-Tamaño	F1D11A43-4D65-446D-B725-119414E3A9E2	1
600	3209	y	O	none	0
601	3211	vigoroso	B-Dimensionamiento-Tamaño	9BC497E6-242B-4A01-A51B-CD8E95516061	1
602	3220	como	O	none	0
603	3225	un	O	none	0
604	3228	atleta	O	none	0
605	3234	;	O	none	0
606	3236	un	O	none	0
607	3238	\n	O	none	0
608	3239	rostro	O	none	0
609	3246	de	O	none	0
610	3249	color	O	none	0
611	3255	cetrino	O	none	0
612	3262	,	O	none	0
613	3264	facciones	O	none	0
